floor,count_floors,rooms,square,district,price
3,5,2,63.2,27,30000000
2,7,2,45.5,27,33200000
7,14,2,89.5,27,45500000
3,5,2,41.23,27,41500000
5,14,2,71.1,27,43600000
11,34,1,46.4,28,20700000
10,34,1,42.7,28,19100000
14,34,1,52.0,28,24500000
21,51,2,90.0,28,40700000
33,34,4,121.9,28,48200000
7,16,4,173.0,28,66000000
9,34,4,180.0,28,83900000
22,22,4,100.2,28,35300000
16,51,4,179.0,28,65900000
18,22,4,124.4,28,44400000
7,48,4,141.8,28,66100000
38,51,3,162.0,28,71400000
4,23,3,96.0,28,53800000
38,48,3,162.0,28,65600000
19,51,3,185.0,28,81600000
22,51,3,108.0,28,38600000
12,40,3,101.1,28,56900000
12,40,3,110.0,28,61900000
10,14,3,96.0,28,33800000
17,22,3,79.0,28,27700000
3,40,3,82.0,28,46100000
19,40,3,78.0,28,43900000
8,47,3,101.6,28,37100000
38,51,3,162.0,28,71400000
4,23,3,96.0,28,53800000
38,48,3,162.0,28,65600000
19,51,3,185.0,28,81600000
22,51,3,108.0,28,38600000
12,40,3,101.1,28,56900000
12,40,3,110.0,28,61900000
10,14,3,96.0,28,33800000
17,22,3,79.0,28,27700000
3,40,3,82.0,28,46100000
21,51,2,90.0,28,40700000
1,17,2,56.0,28,18400000
6,34,2,47.4,28,19100000
6,20,2,71.0,28,30400000
6,20,2,70.7,28,30300000
9,9,1,33.0,29,11200000
2,19,2,68.3,29,23900000
4,9,2,44.6,29,14500000
28,33,4,130.0,29,46200000
7,33,4,128.8,29,45800000
2,33,4,142.9,29,52900000
2,19,2,68.3,29,23900000
4,9,2,44.6,29,14500000
16,17,2,51.1,29,19200000
11,17,2,66.3,29,21400000
13,14,1,38.7,30,18200000
6,13,1,26.8,30,11500000
3,5,1,37.0,30,16400000
1,5,1,18.8,30,6000000
9,16,1,35.0,30,17600000
8,16,2,56.1,30,27800000
4,4,2,44.3,30,14100000
6,16,2,78.7,30,41200000
8,16,2,62.7,30,31900000
6,6,2,51.0,30,23300000
3,7,4,118.0,30,124300000
5,6,4,162.2,30,180100000
4,7,4,140.0,30,235100000
3,7,4,118.0,30,124300000
9,10,4,101.1,30,54500000
7,10,4,154.0,30,92400000
5,6,4,245.0,30,296600000
2,5,3,65.7,30,27100000
5,8,3,87.0,30,102400000
5,7,3,182.0,30,296400000
4,6,3,210.0,30,221000000
10,14,3,79.5,30,32300000
5,33,3,115.0,30,99000000
2,3,3,150.1,30,85000000
2,9,3,86.0,30,98300000
2,7,3,86.0,30,98300000
4,6,3,209.0,30,239500000
2,3,3,150.1,30,81000000
5,32,3,95.5,30,129100000
3,6,3,210.9,30,241700000
3,10,3,98.6,30,40600000
2,4,3,133.0,30,75300000
7,14,3,85.0,30,42700000
2,5,3,65.7,30,27100000
5,8,3,87.0,30,102400000
5,7,3,182.0,30,296400000
4,6,3,210.0,30,221000000
10,14,3,79.5,30,32300000
5,33,3,115.0,30,99000000
2,3,3,150.1,30,85000000
2,9,3,86.0,30,98300000
2,7,3,86.0,30,98300000
4,6,3,209.0,30,239500000
2,3,3,150.1,30,81000000
5,32,3,95.5,30,129100000
3,6,3,210.9,30,241700000
3,10,3,98.6,30,40600000
2,4,3,133.0,30,75300000
8,16,2,56.1,30,27800000
4,4,2,44.3,30,14100000
6,16,2,78.7,30,41200000
8,16,2,62.7,30,31900000
6,6,2,51.0,30,23300000
13,16,2,53.7,30,24700000
6,12,1,35.2,31,10100000
11,12,1,35.0,31,11900000
1,5,1,30.0,31,8400000
4,11,2,79.0,31,42500000
1,9,2,38.0,31,11500000
6,8,2,56.5,31,21400000
11,13,2,80.0,31,27700000
12,16,2,57.2,31,16200000
16,17,3,103.0,31,39600000
9,13,3,78.0,31,37600000
16,17,3,103.0,31,39600000
4,11,2,79.0,31,42500000
1,9,2,38.0,31,11500000
6,8,2,56.5,31,21400000
11,13,2,80.0,31,27700000
12,16,2,57.2,31,16200000
7,9,1,34.6,32,13000000
10,14,1,35.1,32,11500000
5,5,1,30.0,32,11500000
15,17,1,38.4,32,16300000
3,5,2,42.6,32,12400000
13,24,4,92.1,32,36800000
6,9,3,56.3,32,23800000
6,9,3,56.3,32,23800000
3,5,2,42.6,32,12400000
22,25,2,60.2,32,20100000
12,28,1,41.0,33,18300000
1,5,1,29.6,33,7200000
8,22,1,33.9,33,10600000
1,5,1,30.9,33,9300000
23,25,1,46.0,33,14700000
15,19,1,40.3,33,18000000
11,17,1,55.8,33,21900000
3,18,2,56.0,33,17700000
2,5,2,52.0,33,13100000
5,9,2,43.0,33,13600000
5,6,4,455.0,33,151400000
2,6,4,198.0,33,139600000
22,22,4,145.0,33,61800000
13,23,4,200.0,33,82700000
7,22,3,46.1,33,15300000
13,25,3,65.7,33,18100000
4,25,3,81.5,33,22500000
7,22,3,46.1,33,15300000
13,25,3,65.7,33,18100000
4,25,3,81.5,33,22500000
3,18,2,56.0,33,17700000
3,3,2,107.8,33,78200000
2,5,2,52.0,33,13100000
5,9,2,43.0,33,13600000
11,25,2,58.0,33,16800000
15,16,2,57.0,33,22700000
2,15,2,66.7,33,22000000
4,9,1,32.7,34,10900000
1,16,1,43.9,34,15100000
1,10,2,67.5,34,18200000
6,31,2,50.0,34,15200000
12,24,3,109.8,34,34600000
2,25,3,111.9,34,33800000
12,24,3,109.8,34,34600000
2,25,3,111.9,34,33800000
1,10,2,67.5,34,18200000
6,31,2,50.0,34,15200000
14,40,2,97.9,34,31800000
5,6,1,43.0,35,26600000
10,16,1,35.0,35,15100000
2,8,1,47.0,35,30600000
5,7,2,70.2,35,31300000
5,6,2,70.0,35,41600000
3,20,2,64.0,35,39200000
9,37,2,46.0,35,33800000
13,16,2,75.3,35,45200000
15,15,2,64.0,35,33900000
6,6,4,324.5,35,197900000
17,20,4,116.4,35,73400000
15,15,4,103.0,35,56200000
20,36,4,123.0,35,59600000
22,36,4,122.0,35,59200000
5,8,4,100.6,35,42000000
2,6,4,105.0,35,36600000
7,17,3,75.7,35,45000000
14,20,3,94.0,35,56100000
10,16,3,67.8,35,48500000
14,20,3,94.0,35,56100000
6,6,3,135.0,35,63100000
3,19,3,67.0,35,39800000
13,17,3,85.0,35,48500000
6,18,3,87.0,35,51700000
20,21,3,92.0,35,56200000
8,13,3,90.0,35,42900000
12,18,3,86.6,35,41600000
3,24,3,107.6,35,75600000
2,13,3,73.0,35,26100000
4,7,3,77.1,35,30000000
2,18,3,70.0,35,32100000
8,16,3,83.0,35,39500000
7,17,3,75.7,35,45000000
14,20,3,94.0,35,56100000
10,16,3,67.8,35,48500000
14,20,3,94.0,35,56100000
6,6,3,135.0,35,63100000
3,19,3,67.0,35,39800000
13,17,3,85.0,35,48500000
6,18,3,87.0,35,51700000
20,21,3,92.0,35,56200000
8,13,3,90.0,35,42900000
12,18,3,86.6,35,41600000
3,24,3,107.6,35,75600000
2,13,3,73.0,35,26100000
4,7,3,77.1,35,30000000
2,18,3,70.0,35,32100000
8,16,3,83.0,35,39500000
5,7,2,70.2,35,31300000
5,6,2,70.0,35,41600000
3,20,2,64.0,35,39200000
13,16,2,75.3,35,45200000
15,15,2,64.0,35,33900000
3,18,2,50.0,35,28200000
8,19,2,62.3,35,38000000
2,7,2,82.6,35,48900000
9,9,1,40.0,36,10200000
15,17,1,38.0,36,10200000
5,5,1,23.0,36,6500000
4,9,1,35.5,36,10200000
2,9,1,32.9,36,8800000
9,9,1,33.0,36,9600000
3,9,3,54.5,36,12800000
3,9,3,54.5,36,12800000
10,22,1,36.19,37,14300000
4,12,1,35.0,37,9400000
14,22,1,40.0,37,15900000
16,39,1,36.6,37,15800000
2,22,1,37.0,37,14800000
1,9,1,34.0,37,10200000
7,12,1,35.5,37,11400000
29,33,2,49.6,37,20300000
36,44,2,50.53,37,19500000
3,12,2,38.0,37,11500000
3,17,4,145.0,37,39600000
2,15,4,87.0,37,37600000
6,44,3,58.6,37,21500000
9,12,3,64.0,37,16000000
6,44,3,58.6,37,21500000
9,12,3,64.0,37,16000000
29,33,2,49.6,37,20300000
36,44,2,50.53,37,19500000
3,12,2,38.0,37,11500000
17,45,2,46.0,37,20700000
9,43,2,70.5,37,27200000
2,5,1,36.2,38,10900000
3,5,1,20.2,38,5200000
6,6,1,16.5,38,5900000
1,5,1,28.6,38,7900000
5,9,2,40.0,38,14200000
7,9,2,37.5,38,13400000
12,14,3,77.0,38,25600000
2,14,3,70.2,38,22300000
12,14,3,77.0,38,25600000
2,14,3,70.2,38,22300000
5,9,2,40.0,38,14200000
7,9,2,37.5,38,13400000
8,9,1,33.0,39,11700000
9,26,1,52.0,39,24600000
1,9,1,32.0,39,10400000
12,17,1,39.5,39,15600000
23,23,2,55.0,39,14800000
7,9,2,38.0,39,14100000
6,9,2,37.3,39,13900000
7,20,4,177.8,39,84500000
29,31,4,141.3,39,53700000
20,24,3,80.0,39,26800000
11,17,3,76.5,39,29700000
20,24,3,80.0,39,26800000
11,17,3,76.5,39,29700000
23,23,2,55.0,39,14800000
7,9,2,38.0,39,14100000
6,9,2,37.3,39,13900000
16,22,2,56.0,39,20300000
11,14,2,72.7,39,26000000
24,32,2,62.6,39,32400000
29,34,1,42.5,40,13500000
17,17,1,38.0,40,11400000
2,14,1,38.3,40,9800000
9,17,1,38.0,40,9600000
4,10,1,37.8,40,10100000
3,31,1,11.2,40,3500000
11,14,1,36.6,40,9800000
4,4,1,39.2,40,9600000
3,14,1,37.7,40,10000000
3,14,1,38.3,40,10600000
23,31,2,63.0,40,17100000
29,31,2,47.4,40,12900000
9,17,2,50.8,40,10600000
5,10,4,91.0,40,21400000
3,10,4,118.0,40,25500000
3,14,3,80.0,40,17900000
2,22,3,90.0,40,19100000
2,33,3,92.3,40,25200000
3,14,3,80.0,40,17900000
2,22,3,90.0,40,19100000
2,33,3,92.3,40,25200000
23,31,2,63.0,40,17100000
29,31,2,47.4,40,12900000
9,17,2,50.8,40,10600000
4,9,2,43.9,41,13400000
1,5,2,45.0,41,14300000
2,10,2,37.0,41,13000000
4,38,2,65.0,41,21800000
22,59,4,126.0,41,34400000
7,38,3,95.7,41,27900000
37,58,3,129.0,41,48200000
14,58,3,128.0,41,47900000
24,38,3,98.0,41,35300000
12,59,3,167.0,41,54600000
47,59,3,138.0,41,36500000
11,38,3,109.0,41,39300000
5,58,3,165.0,41,61700000
7,38,3,95.7,41,27900000
37,58,3,129.0,41,48200000
14,58,3,128.0,41,47900000
24,38,3,98.0,41,35300000
12,59,3,167.0,41,54600000
47,59,3,138.0,41,36500000
11,38,3,109.0,41,39300000
5,58,3,165.0,41,61700000
4,9,2,43.9,41,13400000
1,5,2,45.0,41,14300000
2,10,2,37.0,41,13000000
4,38,2,65.0,41,21800000
3,11,1,34.5,42,12800000
7,23,1,38.0,42,11100000
1,14,1,24.1,42,6900000
11,17,1,37.8,42,11600000
14,23,1,53.0,42,15600000
10,12,1,39.0,42,9600000
4,22,1,38.0,42,11600000
2,9,2,37.0,42,9700000
25,25,2,92.0,42,21900000
7,17,2,64.6,42,15200000
6,19,2,65.7,42,18700000
8,9,2,48.0,42,13800000
4,9,4,63.1,42,15400000
2,9,3,63.6,42,16700000
16,22,3,86.0,42,23800000
12,14,3,86.0,42,28000000
2,9,3,63.6,42,16700000
16,22,3,86.0,42,23800000
12,14,3,86.0,42,28000000
2,9,2,37.0,42,9700000
25,25,2,92.0,42,21900000
7,17,2,64.6,42,15200000
6,19,2,65.7,42,18700000
8,9,2,48.0,42,13800000
11,19,2,64.3,42,18300000
2,9,1,36.6,43,11200000
8,17,1,37.9,43,10700000
3,9,1,32.0,44,10800000
8,12,1,34.9,44,10200000
16,16,1,38.6,44,9900000
2,17,1,37.3,44,9600000
2,12,1,35.1,44,10100000
5,5,1,31.3,44,9500000
10,12,2,44.7,44,10700000
8,9,2,36.0,44,10200000
10,12,2,44.7,44,10700000
8,9,2,36.0,44,10200000
4,9,1,32.6,45,9200000
1,12,1,39.2,45,9800000
7,9,1,29.9,45,8700000
7,9,2,45.5,45,11900000
14,14,3,63.1,45,15300000
14,14,3,63.1,45,15300000
7,9,2,45.5,45,11900000
8,17,1,38.0,46,10700000
9,9,1,36.0,46,10500000
15,19,1,38.5,46,11600000
2,12,1,31.05,46,10000000
12,22,1,38.4,46,11900000
13,16,1,42.0,46,11800000
7,22,2,58.0,46,18200000
13,16,2,65.0,46,18400000
2,9,3,62.0,46,16200000
2,9,3,58.3,46,13400000
8,9,3,58.6,46,15200000
2,9,3,62.0,46,16200000
2,9,3,58.3,46,13400000
8,9,3,58.6,46,15200000
7,22,2,58.0,46,18200000
13,16,2,65.0,46,18400000
15,21,2,56.6,46,18400000
8,9,1,35.0,47,10600000
11,12,1,32.1,47,11000000
10,12,1,38.8,47,10500000
6,12,1,34.9,47,10400000
3,9,1,32.9,47,10700000
1,9,2,44.3,47,12000000
8,9,2,41.0,47,13100000
6,9,4,65.0,47,15900000
3,22,3,75.5,47,22500000
3,22,3,75.5,47,22500000
1,9,2,44.3,47,12000000
8,9,2,41.0,47,13100000
9,16,1,36.0,48,10000000
13,16,1,37.5,48,10800000
1,12,1,33.0,48,8000000
9,9,1,34.0,48,9600000
4,4,1,35.6,49,9900000
11,24,2,46.5,49,20900000
1,16,2,51.6,49,14500000
20,33,3,79.7,49,26000000
20,33,3,79.7,49,26000000
11,24,2,46.5,49,20900000
1,16,2,51.6,49,14500000
12,12,1,38.7,50,9700000
7,9,1,32.5,50,9300000
10,12,1,31.9,50,9100000
12,12,1,38.9,50,11100000
3,9,2,44.5,50,12000000
3,9,2,47.0,50,13900000
11,25,2,54.8,50,16600000
3,16,2,36.2,50,13500000
17,17,3,75.0,50,18600000
17,17,3,74.8,50,17600000
17,17,3,75.0,50,18600000
17,17,3,74.8,50,17600000
3,9,2,44.5,50,12000000
3,9,2,47.0,50,13900000
11,25,2,54.8,50,16600000
3,16,2,36.2,50,13500000
11,25,2,52.3,50,17600000
25,25,1,46.3,51,15400000
6,14,1,35.1,51,10900000
6,23,1,37.7,51,13600000
1,9,1,31.6,51,10300000
2,16,1,36.0,51,11200000
2,6,4,111.8,51,37400000
11,22,3,98.6,51,32500000
2,22,3,107.2,51,26800000
11,22,3,98.6,51,32500000
2,22,3,107.2,51,26800000
1,9,1,39.6,52,11100000
9,9,2,59.0,52,15400000
9,9,2,59.0,52,15400000
4,5,1,51.4,53,12200000
2,23,1,42.0,53,11800000
1,5,1,30.0,53,8300000
2,15,1,40.4,53,11600000
13,23,1,45.2,53,16000000
11,12,1,35.0,53,10000000
4,12,1,35.0,53,9100000
6,9,1,32.8,53,9100000
6,9,1,32.9,53,9300000
1,9,2,42.8,53,11300000
6,9,2,45.3,53,12200000
3,5,3,70.0,53,17500000
17,17,3,83.5,53,28000000
3,5,3,70.0,53,17500000
17,17,3,83.5,53,28000000
1,9,2,42.8,53,11300000
6,9,2,45.3,53,12200000
17,25,2,65.0,53,20400000
3,9,1,38.7,54,10700000
12,14,1,39.3,54,11000000
5,5,1,32.0,54,9000000
3,9,2,38.0,54,10200000
6,12,2,52.7,54,16300000
1,5,3,78.0,54,22500000
8,16,3,65.8,54,17400000
8,16,3,65.8,54,16700000
13,14,3,74.3,54,19400000
20,24,3,62.2,54,23200000
1,5,3,78.0,54,22500000
8,16,3,65.8,54,17400000
8,16,3,65.8,54,16700000
13,14,3,74.3,54,19400000
20,24,3,62.2,54,23200000
3,9,2,38.0,54,10200000
6,12,2,52.7,54,16300000
15,30,1,37.5,55,13800000
3,9,1,36.8,55,15400000
23,30,1,40.6,55,15100000
7,9,2,39.5,55,12300000
8,9,2,38.2,55,14100000
3,7,4,100.0,55,31000000
7,30,4,113.0,55,53100000
7,30,3,93.7,55,41700000
4,30,3,115.6,55,51400000
1,7,3,93.3,55,27800000
7,10,3,73.0,55,22600000
20,30,3,90.0,55,29000000
7,30,3,93.7,55,41700000
4,30,3,115.6,55,51400000
1,7,3,93.3,55,27800000
7,10,3,73.0,55,22600000
20,30,3,90.0,55,29000000
7,9,2,39.5,55,12300000
8,9,2,38.2,55,14100000
22,22,2,58.3,55,20800000
8,30,2,63.0,55,27300000
15,22,1,38.6,56,13100000
13,16,2,51.0,56,14200000
2,17,2,60.0,56,16300000
6,9,2,44.0,56,14000000
2,14,2,47.0,56,11400000
9,9,4,63.0,56,17500000
9,9,3,57.8,56,13900000
9,9,3,57.8,56,13900000
13,16,2,51.0,56,14200000
2,17,2,60.0,56,16300000
6,9,2,44.0,56,14000000
2,14,2,47.0,56,11400000
5,12,1,37.8,57,8200000
2,19,1,38.3,57,10700000
6,19,1,40.5,57,10000000
17,17,1,38.0,57,8400000
18,22,2,57.0,57,12000000
2,25,2,55.7,57,13300000
11,17,2,64.0,57,14800000
14,19,3,80.0,57,20300000
11,19,3,80.0,57,16400000
5,17,3,74.7,57,13800000
6,17,3,75.1,57,16700000
17,17,3,74.5,57,19100000
14,19,3,80.0,57,20300000
11,19,3,80.0,57,16400000
5,17,3,74.7,57,13800000
6,17,3,75.1,57,16700000
17,17,3,74.5,57,19100000
18,22,2,57.0,57,12000000
2,25,2,55.7,57,13300000
11,17,2,64.0,57,14800000
2,9,1,34.1,58,20000000
6,22,2,49.8,58,36400000
3,6,3,90.0,58,42500000
3,19,3,88.4,58,47200000
4,6,3,80.0,58,38300000
12,18,3,117.9,58,66900000
5,8,3,67.0,58,27900000
3,19,3,89.0,58,43600000
6,6,3,107.0,58,56900000
3,6,3,90.0,58,42500000
3,19,3,88.4,58,47200000
4,6,3,80.0,58,38300000
12,18,3,117.9,58,66900000
5,8,3,67.0,58,27900000
3,19,3,89.0,58,43600000
6,6,3,107.0,58,56900000
6,22,2,49.8,58,36400000
4,8,2,45.2,58,19600000
1,9,2,38.9,58,16300000
22,22,2,55.7,58,33600000
12,17,1,37.9,59,11400000
10,14,1,38.8,59,10400000
5,17,2,58.7,59,16000000
8,17,2,51.6,59,13900000
5,17,2,58.7,59,16000000
8,17,2,51.6,59,13900000
2,17,1,40.2,60,10800000
1,4,2,54.1,60,15000000
1,4,2,54.1,60,15000000
11,24,1,43.5,61,14200000
11,12,1,38.6,61,13300000
3,12,1,40.1,61,14500000
23,27,2,46.0,61,16600000
11,15,2,34.8,61,10800000
3,12,2,46.0,61,14700000
2,8,4,86.0,61,29800000
15,32,4,109.6,61,29300000
4,9,3,88.0,61,33300000
4,9,3,88.0,61,33300000
23,27,2,46.0,61,16600000
11,15,2,34.8,61,10800000
3,12,2,46.0,61,14700000
5,17,2,64.5,61,22400000
8,9,1,32.4,62,12300000
17,19,1,37.0,62,23700000
3,6,2,67.2,62,30200000
9,16,2,39.4,62,17300000
4,8,2,50.0,62,35900000
12,19,4,123.0,62,88800000
3,8,4,95.6,62,48600000
8,9,3,72.8,62,29700000
7,8,3,80.0,62,33800000
8,15,3,84.8,62,41900000
15,19,3,81.0,62,44800000
5,10,3,77.4,62,34700000
8,9,3,72.8,62,29700000
7,8,3,80.0,62,33800000
8,15,3,84.8,62,41900000
15,19,3,81.0,62,44800000
5,10,3,77.4,62,34700000
3,6,2,67.2,62,30200000
9,16,2,39.4,62,17300000
4,8,2,50.0,62,35900000
3,9,2,46.0,62,20700000
6,8,2,57.0,62,23600000
10,14,2,46.3,63,14800000
4,14,2,44.7,63,13400000
3,9,2,35.5,63,11800000
5,7,2,57.0,63,20100000
9,9,3,58.7,63,19100000
1,3,3,85.1,63,20100000
6,24,3,90.0,63,43300000
9,9,3,58.7,63,19100000
1,3,3,85.1,63,20100000
10,14,2,46.3,63,14800000
4,14,2,44.7,63,13400000
3,9,2,35.5,63,11800000
5,7,2,57.0,63,20100000
8,24,2,52.4,63,29000000
7,21,2,62.0,63,27700000
4,33,1,42.9,64,21900000
6,11,1,43.0,64,22000000
2,18,1,32.06,64,8300000
6,8,1,29.4,64,11700000
4,15,1,37.5,64,19300000
16,18,1,32.2,64,9100000
7,35,2,66.0,64,26000000
7,15,2,63.3,64,29400000
8,9,2,37.3,64,13400000
3,35,2,42.7,64,20900000
3,4,2,44.5,64,13600000
4,11,3,98.0,64,37900000
5,7,3,77.3,64,26500000
25,35,3,57.0,64,26400000
7,8,3,72.0,64,23600000
4,11,3,98.0,64,37900000
5,7,3,77.3,64,26500000
25,35,3,57.0,64,26400000
7,8,3,72.0,64,23600000
7,35,2,66.0,64,26000000
7,15,2,63.3,64,29400000
8,9,2,37.3,64,13400000
3,35,2,42.7,64,20900000
3,4,2,44.5,64,13600000
5,9,2,42.3,64,17000000
15,16,2,52.4,64,17600000
9,11,2,42.7,64,20900000
6,9,1,41.0,65,13900000
9,16,1,21.0,65,6800000
12,12,1,39.2,65,10400000
2,12,1,38.4,65,10900000
5,16,2,40.0,65,11100000
5,17,2,55.9,65,19900000
4,12,2,45.0,65,13000000
31,33,2,61.9,65,20900000
2,12,2,45.7,65,12300000
5,20,3,82.3,65,29700000
2,12,3,64.2,65,17500000
5,20,3,82.3,65,29700000
2,12,3,64.2,65,17500000
5,16,2,40.0,65,11100000
5,17,2,55.9,65,19900000
4,12,2,45.0,65,13000000
31,33,2,61.9,65,20900000
2,12,2,45.7,65,12300000
10,12,1,35.0,66,9900000
12,12,1,38.2,66,11300000
3,9,2,45.7,67,13100000
4,9,2,45.0,67,14000000
5,19,4,92.0,67,41800000
3,5,3,77.0,67,20300000
19,19,3,83.8,67,34000000
3,5,3,77.0,67,20300000
19,19,3,83.8,67,34000000
3,9,2,45.7,67,13100000
4,9,2,45.0,67,14000000
5,23,2,60.0,67,23500000
3,18,1,47.5,68,15900000
9,9,1,32.3,68,10600000
7,9,1,27.0,68,9200000
2,9,3,50.0,68,14300000
4,9,3,50.0,68,13700000
8,9,3,68.3,68,16800000
2,9,3,50.0,68,14300000
4,9,3,50.0,68,13700000
8,9,3,68.3,68,16800000
21,22,2,60.0,68,17900000
6,16,2,54.0,68,15000000
2,4,1,46.0,69,8800000
23,32,1,37.1,69,14200000
2,9,1,31.0,69,10500000
5,9,2,46.1,69,14600000
2,5,2,44.0,69,11800000
7,16,3,67.8,69,19000000
18,29,3,107.3,69,40700000
7,16,3,67.8,69,19000000
18,29,3,107.3,69,40700000
5,9,2,46.1,69,14600000
2,5,2,44.0,69,11800000
23,25,1,36.0,70,14600000
4,5,1,35.4,70,12700000
2,5,2,55.1,70,16800000
15,44,4,216.0,70,98100000
7,22,4,143.0,70,72900000
12,12,3,68.8,70,25900000
20,24,3,70.0,70,38200000
6,9,3,60.0,70,19000000
10,12,3,66.4,70,19600000
29,29,3,89.0,70,27100000
12,12,3,68.8,70,25900000
20,24,3,70.0,70,38200000
